com.whatsapp,com.facebook.orca
com.whatsapp,com.viber.voip
com.whatsapp,jp.naver.line.android
com.whatsapp,com.imo.android.imoim
com.whatsapp,com.tencent.mm
com.pl.premierleague,com.mobilefootie.wc2010
com.pl.premierleague,de.motain.iliga
com.pl.premierleague,holoduke.soccer_gen
com.pl.premierleague,es.lfp.gi.main
com.pl.premierleague,com.resultadosfutbol.mobile
com.facebook.orca,jp.naver.line.android
com.facebook.orca,com.viber.voip
com.facebook.orca,com.imo.android.imoim
com.facebook.orca,com.tencent.mm
com.facebook.orca,com.kakao.talk
uk.co.tsb.newmobilebank,uk.co.tsb.mobilebank
uk.co.tsb.newmobilebank,com.bbva.compassBuzz
uk.co.tsb.newmobilebank,com.grppl.android.shell.halifax
uk.co.tsb.newmobilebank,com.grppl.android.shell.CMBlloydsTSB73
uk.co.tsb.newmobilebank,fi.nordea.mobilebank
com.snapchat.android,me.msqrd.android
com.snapchat.android,com.instagram.android
com.snapchat.android,com.fotoable.faceswap.c403
com.snapchat.android,com.bitstrips.imoji
com.snapchat.android,com.fotoable.snapfilters
com.instagram.android,com.snapchat.android
com.instagram.android,com.facebook.katana
com.instagram.android,com.tumblr
com.instagram.android,com.twitter.android
com.instagram.android,com.pinterest
com.ksmobile.launcher,com.cma.launcher.lite
com.ksmobile.launcher,com.tsf.shell
com.ksmobile.launcher,is.shortcut
com.ksmobile.launcher,home.solo.launcher.free
com.ksmobile.launcher,com.zeroteam.zerolauncher
com.wordgame.words.connect,com.bitmango.go.wordcookies
com.wordgame.words.connect,com.peoplefun.wordcross
com.wordgame.words.connect,com.bitmango.wordscrush
com.wordgame.words.connect,se.maginteractive.wordbrain
com.wordgame.words.connect,com.words.game.wordcandy
com.spotify.music,deezer.android.app
com.spotify.music,com.soundcloud.android
com.spotify.music,com.audiomack
com.spotify.music,com.plus.music.playrv1
com.spotify.music,com.hypermedia.songflip
com.facebook.katana,com.instagram.android
com.facebook.katana,com.snapchat.android
com.facebook.katana,com.twitter.android
com.facebook.katana,com.tencent.mm
com.facebook.katana,com.skype.raider
com.bentostudio.ballsvsblocks,com.snakegame.freesnakegames
com.bentostudio.ballsvsblocks,com.dsd164.snake97
com.bentostudio.ballsvsblocks,com.ljx.balls.vs.blocks
